company,tier,amount_usd,total_funding,latest_round,key_investors,people,cohorts,company_info,homepage
Production Capital,Tier 3,,Unknown,,,4,registrants,Production Capital serves as the financing and deployment layer for physical AI. The company builds operational and capital infrastructure for companies deploying robotics and advanced hardware into critical industries.,https://www.production.capital/
Project-S,Tier 3,,No data available,,,1,registrants,"Project-S delivers cutting-edge space technology solutions and services, focusing on innovative approaches to space exploration and satellite technology.",https://project-s.space/
Proximus Global,Tier 3,,Proximus Global has never raised funding before,,,2,"cxo,registrants","Proximus Global is a telecommunications company based in Belgium, providing connectivity and ICT services including fiber, digital media, and digital workplace solutions. It operates through subsidiaries like Proximus Group and Proximus Global, focusing on digital infrastructure and customer engagement.",https://www.proximusglobal.com/
Public,Tier 3,,Unknown,,,1,speakers,"Public is a next-generation investing platform that offers a modern alternative to traditional brokers like Schwab, Fidelity, and Vanguard. It provides AI-powered investment tools including AI agents for complex strategies, custom AI-generated indices, and multi-asset trading across stocks, ETFs, crypto, options, treasuries, and bonds.",https://public.com
Pure Core,Tier 3,,Unknown,,,1,registrants,"Pure Core develops and operates compute infrastructure in Europe, powered by 100% renewable energy. The company sources energy first, then builds compute on top, serving Bitcoin mining, AI/HPC workloads, and colocation clients.",
Pureplayer.fr,Tier 3,,Bootstrapped,,,1,registrants,"Pureplayer is an international innovation agency specializing in hackathons, learning expeditions, and AI platforms across four continents. They work with clients ranging from NASA to the Council of Europe, transforming challenges into innovative solutions through a hands-on approach that produces functional prototypes rapidly.",https://pureplayer.fr/
Qoder,Tier 3,,Unknown,,Alibaba,1,registrants,"Qoder is an AI-powered agentic coding platform developed by Alibaba that shifts the paradigm from autocomplete assistants to autonomous coding agents. It integrates enhanced context engineering with intelligent agents to understand codebases, plan tasks, and execute end-to-end software development.",https://qoder.com
QOLAIG,Tier 3,,Bootstrapped,,,1,registrants,"Qolaig is a company founded in 2023 in Paris, France, that provides customized digital assistants to automate processes and repetitive tasks through AI. It operates in the IT services and consulting industry with a team of 11-50 employees. Qolaig designs and implements bespoke AI solutions to optimize workflows and solve complex business challenges.",http://qolaig.com
Qrescendo,Tier 3,,Unknown,,Perffin Group N.V.,1,registrants,"Qrescendo is an investment neobank that empowers investors, SMEs, and startups with leveraged savings, business banking, lending, and tokenization solutions in one ecosystem.",https://qrescendo.co
"QuantumBlack, AI by McKinsey",Tier 3,,Unknown,,,1,speakers,"QuantumBlack, AI by McKinsey is the Artificial Intelligence (AI) arm of McKinsey & Company, combining powerful AI with strategic thinking and domain expertise to help organizations reinvent themselves. It serves industries such as healthcare, finance, manufacturing, and energy, providing solutions that optimize operations, enhance decision-making, and drive innovation.",https://www.mckinsey.com/capabilities/quantumblack
Qynapse,Tier 3,,Unknown,,,1,registrants,"Qynapse is a medical technology company founded in 2015, specializing in AI-powered neuroimaging software platforms for central nervous system (CNS) disorders such as Alzheimer's, Parkinson's, and multiple sclerosis. It develops FDA-cleared and CE-marked solutions like QyScore® for automated brain MRI analysis and QyPredict® for disease trajectory prediction, serving healthcare providers, pharma, researchers, and patients globally.",https://qynapse.com/
RAGbase,Tier 3,,Unknown,,,1,registrants,"RAGbase is a company in the Data Infrastructure and Analytics industry, operating as a self-employed entity. It specializes in building custom Retrieval-Augmented Generation (RAG) and AI agents with enterprise-grade security and scalability, serving over 70 projects across legal, health, real estate, public administration, and DevOps sectors in more than 10 countries.",https://ragbase.cloud
RAISE & MACHINA,Tier 3,,Unknown,,,1,speakers,"RAISE Summit is a global AI platform and summit that convenes AI and tech leaders, innovators, and companies to discuss and advance AI technology. MACHINA Summit, a part of RAISE, focuses on humanoids, robotics, industrial autonomy, and human-machine interfaces, bridging AI with physical systems.",https://www.raisesummit.com/
RAISE / MACHINA / SIGNAL WEEK,Tier 3,,Bootstrapped,,,1,registrants,"RAISE Week is an AI events summit and hackathon held in Paris, bringing together AI founders, executives, investors, and policymakers. It includes RAISE Summit, MACHINA (a summit on physical AI and robotics), and other high-impact events.",https://www.raisesummit.com/raise-week
RAISE Summit / MACHINA Summit,Tier 3,,Unknown,,,1,registrants,"RAISE Summit (along with its physical AI counterpart, MACHINA Summit) is a premier global AI leadership gathering and conference ecosystem held in Paris. It brings together thousands of top AI leaders, C-suite executives, founders, investors, and policymakers to facilitate B2B enterprise adoption, deal-making, and strategic collaboration.",https://www.raisesummit.com/
RAISE Summit and Machina,Tier 3,,Bootstrapped,,,1,registrants,"RAISE Summit is one of Europe's most influential AI events, bringing together CEOs, senior leaders, innovators, investors, corporates, and policymakers globally. MACHINA Summit is Europe's leading Physical AI and robotics event, focusing on humanoid robots, industrial automation, and advanced human-machine interfaces.",https://www.raisesummit.com/
Raja MagRex AI Pvt Ltd,Tier 3,,Unknown,,,1,registrants,"Raja MagRex AI Pvt Ltd is a registered startup (DPIIT approved) focused on developing Artificial Civilization Intelligence, a next-generation concept where AI functions as a collaborative, ethical, problem-solving cognitive framework rather than just a single response generator.",https://rajamagrex.com
REALITY,Tier 3,,Unknown,,,1,registrants,"REALITY appears to be a company focused on digital experiences, but no specific information was found about its official homepage or its relationship to Gregory Labrousse.",
Rebellions/WW Marketing & Communications,Tier 3,,"Rebellion Group is a private marketing agency; no funding data available. Note: Rebellions (with an 's') is a separate AI semiconductor company with significant funding, but it is distinct from Rebellion Group.",,,1,registrants,"Rebellion Group is a partnership of specialized agencies providing brand and business solutions. They focus on marketing, communications, and strategic initiatives to help brands grow boldly and efficiently through innovative approaches.",https://rebelliongroup.com/
