first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Savio,Tovar Dias,"Managing Director, EMEA",Rafay,,"Savio Tovar Dias is Managing Director, EMEA at Rafay, where he leads the company's growth and strategic initiatives across Europe, the Middle East, and Africa. With more than 20 years of experience spanning telecommunications, cloud computing, managed services, and enterprise technology, Savio has worked with service providers, enterprises, and technology partners to bring innovative digital infrastructure and cloud services to market.At Rafay, Savio helps organizations build and scale modern AI infrastructure platforms, working closely with telecommunications providers, NeoClouds, sovereign AI initiatives, and enterprise customers across the region. His focus is on helping organizations transform GPU investments into secure, self-service AI platforms and revenue-generating AI services while maintaining the governance, compliance, and operational control required for production environments. He is passionate about helping organizations unlock the economic potential of AI while building resilient, sovereign digital infrastructure that supports long-term innovation and growth.",https://brella-assets.brella.io/uploads/speaker/photo/412707/832c7f2d1fd93.jpg,412707
Scott,Woody,Revenue Suite Product and Engineering,Stripe,,"Scott Woody leads engineering and product for Stripe's core monetization and billing infrastructure. Scott was formerly CEO and founder of Metronome, where he led the company through its acquisition by Stripe. Before that, he led Dropbox’s Growth & Monetization engineering team, where he drove new product launches and helped scale the business to over 10 million paying customers.",https://brella-assets.brella.io/uploads/speaker/photo/412731/8a14b1b3450ec.jpg,412731
Scott,Wu,CEO & Co-Founder,Cognition AI,,"Scott Wu is the co-founder and CEO of Cognition, the company behind Devin, the world's first and most advanced autonomous AI software engineer. He leads the company’s mission to build the future of software engineering. Previously, Scott co-founded Lunchclub, an AI-powered professional network connecting founders, operators, and investors. He grew up in Louisiana, competing in international programming competitions from the age of 12 and winning three IOI gold medals. Scott studied computer science and economics at Harvard University.",https://brella-assets.brella.io/uploads/speaker/photo/412733/18f53a8ac30bc.jpg,412733
Sebastien,Chauffray,CTO,PayFit,,"Sébastien Chauffray is CTO at PayFit, a leading European scale-up simplifying and automating payroll and HR processes for SMBs. With over 20 years of experience, he started his career as a software engineer before moving into senior leadership roles including Head of Engineering, VP Engineering & Product, and CTO at companies such as Veepee and sunday.He holds a Master’s degree in Information Systems and Networks from the University of South Brittany, where he graduated with highest honors, and an Executive MBA in Management & Entrepreneurship from Epitech. Sébastien is passionate about building high-performing teams, scaling organizations, improving workflows, and using technology, data, and collective intelligence to create sustainable business value.",https://brella-assets.brella.io/uploads/speaker/photo/413475/0cf3c608c4d51.jpg,413475
Seth,Pierrepont,General Partner,ICONIQ,,"Seth joined ICONIQ four years ago as a General Partner to launch the London office and to lead investment efforts across EMEA. He’s led investments in DeepL, ElevenLabs, Legora, Monzo, Nevis, Pigment, Rillet, Swap and more. Prior to ICONIQ, Seth spent close to a decade as a Partner at Accel investing in early and growth stage technology companies across multiple sectors.",https://brella-assets.brella.io/uploads/speaker/photo/410104/682ed971570af.jpg,410104
Shalev,Hulio,Co-Founder & CEO,Dream,,"Shalev Hulio is an Israeli technology entrepreneur focused on the intersection of cybersecurity, artificial intelligence, and national security. He is the Co-Founder and CEO of Dream, a sovereign AI and cybersecurity company building systems for governments and critical infrastructure to operate AI securely within their own environments.Prior to Dream, Hulio co-founded and led NSO Group, where he worked closely with governments on intelligence and counter-terrorism capabilities.His work today centers on helping nations move from fragmented data to AI-driven decision-making, enabling them to defend critical systems and operate independently in an era of cyber and AI-driven threats",https://brella-assets.brella.io/uploads/speaker/photo/409745/3174f83d982dc.jpg,409745
Shaun,O'Meara,CTO,Mirantis,,"Shaun O’Meara, CTO at Mirantis, has worked with customers designing and building enterprise IT infrastructure for 20 years. He is a member of the Forbes Technology Council.",https://brella-assets.brella.io/uploads/speaker/photo/405235/9ec4a95e17360.jpg,405235
Shiven,Ramji,President,Okta,,"Shiv is an experienced product executive and builder obsessed with creating beautiful products. He is the President of Auth0 at Okta, managing a $1B ARR business and overseeing the company’s product, data, security, and technology strategy and execution. Before Auth0 and Okta, Shiv was the SVP of Product at DigitalOcean, leading DigitalOcean’s products, pricing, and partnerships. Additionally, Shiv has held product leadership positions at global brands, including Amazon, NBCUniversal, LiveIntent, and The Nielsen Company. Shiv was the recipient of the 2023 Top Global CPO Award by the Products That Count community.Beyond his current corporate focus, Shiv is deeply committed to fostering entrepreneurship and innovation, particularly in Africa. He is an active angel investor and startup advisor and also serves on the boards of Products That Count and Aiven.io.",https://brella-assets.brella.io/uploads/speaker/photo/405187/c6bd0a008ef64.jpg,405187
Shubho,Sengupta,Chief Technology Officer,Axiom Math,,"Shubho Sengupta has been working on Deep Learning for the past 10 years; first at Baidu Silicon Valley AI Lab and then at Meta’s Fundamental AI Research Lab. He has worked on speech-to-text and text-to-speech models, large Reinforcement Learning models for playing Go, scaling deep learning model training and more recently on using LLMs to build automated software systems. Before that he spent 10 years developing the fundamental parallel algorithms used for general purpose programming on GPUs. He is currently the CTO of Axiom Math, building a self-improving super intelligent reasoner starting with an AI mathematician",https://brella-assets.brella.io/uploads/speaker/photo/405194/b9ae5383462f7.jpg,405194
Siadhal,Magos,Co-founder and CEO,Metaview,,"Siadhal Magos is the Co-founder and CEO of Metaview, the AI company focused on recruiting. Metaview is the Agentic Recruiting Platform with AI agents that handle sourcing, application review, notes, reporting, and all the admin recruiters hate. The result- radically efficient hiring end to end for 5,000+ world-class companies including Brex, ElevenLabs, Affirm, Airtable, and Replit. Before founding Metaview, Siadhal was a product leader at Uber, where he experienced the challenges of hiring at scale firsthand.",https://brella-assets.brella.io/uploads/speaker/photo/405164/7c550f308a8bc.jpg,405164
Sid,Sheth,Founder & CEO,d-Matrix,,"Sid Sheth is an experienced entrepreneur, business builder and executive in the semiconductor industry having managed businesses spanning processors and connectivity for cloud, telecom, wireless infrastructure and enterprise. He brings over 20+ years of experience incubating and managing businesses as a start up and as part of a publicly traded company, that have grown to over 1B$ in revenue.Currently, Sid is Founder, President & CEO at d-Matrix Corp, a start-up he co-founded in 2019, building an accelerated computing platform for AI inference, with a focus on unparalleled levels of efficiency. The goal of the start-up is to help change the trajectory of efficient AI compute for large workloads in the datacenter.Prior to d-Matrix, as Sr. Vice President & GM for the Networking Business Unit (HSC BU) at Inphi Corporation (NASDAQ - IPHI), he incubated and grew the networking business into a 1B$+ business with a focus on the AI datacenter segment (cloud, enterprise, 5G), the fastest growing and largest business segment at Inphi. Later, Inphi was acquired by Marvell (NASDAQ-MRVL) in a $10B deal.Prior to Inphi, Mr. Sheth was at NetLogic Microsystems (now Broadcom Corp.), where he held worldwide marketing responsibility for NetLogic’s enterprise, telecom networking interconnect chips. At NetLogic, he pioneered the company’s 100G product portfolio and led NetLogic’s entry into the mobile and cloud markets eventually helping that business grow to over 100M$In 2001, Mr. Sheth was a founding team member of Aeluros, a mixed-signal networking IC company, where he held global marketing responsibility, until its successful acquisition by NetLogic in 2007.Mr. Sheth also spent many years at Intel Corp, where he held engineering and management positions in the Pentium microprocessor and network processor groups.Mr. Sheth is a regularly featured speaker at industry tradeshows and conferences, is a published author at ISSCC and other technical conferences and has an M.S.E.E from Purdue University.Executive management, marketing, PNL and sales experience for a profitable product line at a publicly traded company. Broad responsibility in a multitude of business functions - marketing, sales, business development, program management, customer applications, marketing communications.",https://brella-assets.brella.io/uploads/speaker/photo/405196/15537deca0b20.jpg,405196
